This file was created by CMPT_VAR_RETS using the 201712 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
199902,   -2.16,   -3.54,   -3.91,   -5.35,   -5.55,   -2.32,   -2.03,   -3.84,   -3.29,   -3.88,   -3.94,   -3.91,   -6.18,   -7.45,   -4.79
199903,   -2.24,   -0.87,   -1.29,   -1.22,   -0.82,   -2.74,   -1.76,   -0.59,   -1.12,   -1.03,   -1.50,   -1.88,   -0.74,   -2.05,   -0.40
199904,    4.88,    7.28,    7.69,    7.91,    9.98,    3.48,    6.28,    6.93,    7.63,    7.16,    8.22,    7.38,    8.27,    8.92,   10.43
199905,    2.50,    1.65,    2.67,    3.34,    4.21,    2.73,    2.26,    1.35,    1.94,    2.05,    3.20,    2.78,    3.72,    5.01,    3.88
199906,    1.83,    3.83,    4.20,    4.56,    3.87,    1.61,    2.07,    3.78,    3.87,    3.72,    4.65,    4.20,    4.80,    5.62,    3.15
199907,    0.50,   -0.72,   -0.20,    0.12,    1.60,    0.45,    0.55,   -0.67,   -0.77,   -0.83,    0.37,   -0.18,    0.34,    0.74,    1.91
199908,   -2.63,   -3.39,   -3.63,   -3.29,   -3.65,   -2.27,   -3.02,   -4.27,   -2.56,   -2.77,   -4.45,   -4.14,   -2.71,   -1.99,   -4.23
199909,   -3.20,   -3.38,   -3.18,   -2.37,   -0.77,   -2.62,   -3.81,   -3.71,   -3.05,   -2.93,   -3.41,   -2.99,   -1.89,   -2.17,   -0.29
199910,    1.38,    0.80,   -0.72,   -0.77,   -0.25,    0.76,    1.99,    1.16,    0.46,    0.39,   -1.72,   -0.49,   -0.98,   -0.03,   -0.33
199911,   -1.02,    0.55,    1.13,    4.37,   16.94,   -1.24,   -0.76,   -0.64,    1.67,    0.56,    1.56,    2.18,    6.01,    9.39,   20.11
199912,   -2.13,    0.38,    2.02,    5.76,   14.70,   -2.30,   -1.96,   -0.59,    1.40,    1.07,    2.88,    4.73,    6.59,    9.19,   17.00
200001,   -2.78,   -4.11,   -2.61,    1.23,   11.72,   -1.62,   -3.86,   -3.62,   -4.65,   -4.31,   -1.15,   -0.08,    2.24,    3.26,   14.61
200002,   -3.61,   -4.48,   -1.34,    4.24,   24.66,   -2.00,   -5.67,   -5.47,   -3.44,   -1.87,   -0.91,    1.17,    6.85,   12.56,   28.73
200003,    3.93,    7.80,    6.25,    4.33,   -4.01,    3.26,    4.67,    7.48,    8.08,    6.69,    5.89,    5.65,    3.36,    2.06,   -5.86
200004,    2.01,    1.36,   -0.11,   -2.25,  -17.25,    2.13,    1.89,    1.40,    1.32,   -0.24,    0.00,   -2.16,   -2.32,   -8.78,  -20.03
200005,    1.12,    1.11,   -0.11,   -0.83,  -11.32,    0.82,    1.47,    0.87,    1.34,   -0.62,    0.34,   -1.11,   -0.62,   -4.79,  -12.97
200006,    0.12,   -0.60,    1.15,    2.72,   13.45,    0.49,   -0.36,    0.41,   -1.73,    0.79,    1.50,    2.35,    3.07,    6.60,   15.20
200007,    2.93,    3.45,    1.76,    0.69,   -5.34,    2.50,    3.48,    3.06,    3.82,    1.35,    2.13,    0.54,    0.81,   -0.48,   -6.60
200008,    4.12,    4.84,    4.72,    6.20,    7.24,    4.01,    4.27,    4.85,    4.83,    4.67,    4.76,    7.02,    5.53,    7.51,    7.16
200009,    2.09,    0.71,    0.84,   -1.29,   -8.00,    2.91,    1.19,    1.52,   -0.13,    1.16,    0.52,   -0.78,   -1.71,   -2.81,   -9.54
200010,   -0.33,    0.35,   -0.10,   -2.98,  -11.31,    0.09,   -0.86,    0.61,    0.07,    0.51,   -0.62,   -0.56,   -4.92,   -5.52,  -13.24
200011,    1.37,   -0.56,   -2.55,   -6.72,  -21.47,    1.55,    1.14,    0.27,   -1.39,   -1.10,   -3.68,   -4.53,   -8.19,  -14.07,  -24.00
200012,    5.85,    7.60,    7.01,    4.54,   -7.30,    4.87,    7.17,    7.18,    8.00,    6.56,    7.39,    5.47,    3.90,   -0.08,   -9.82
200101,    2.66,    3.53,    6.56,   10.78,   40.23,    2.87,    2.40,    3.22,    3.85,    5.47,    7.58,    8.23,   12.71,   18.99,   46.93
200102,    1.74,    0.93,    0.14,   -2.96,  -14.49,    1.95,    1.46,    1.24,    0.63,    1.04,   -0.80,   -0.76,   -4.57,   -8.41,  -16.24
200103,   -0.09,   -1.31,   -1.21,   -2.81,  -12.27,    0.23,   -0.53,   -1.76,   -0.92,   -0.79,   -1.59,   -2.51,   -3.08,   -5.89,  -14.13
200104,    3.20,    4.12,    5.63,    5.93,   10.19,    2.55,    4.06,    4.39,    3.87,    5.57,    5.67,    5.40,    6.36,    7.92,   10.88
200105,    5.26,    5.51,    4.49,    5.79,    8.30,    5.48,    4.96,    5.75,    5.28,    4.23,    4.73,    6.05,    5.55,    8.40,    8.26
200106,    1.73,    2.36,    2.17,    2.80,    0.73,    1.94,    1.48,    2.75,    1.97,    2.51,    1.88,    3.17,    2.46,    4.13,   -0.27
200107,    1.50,    2.50,    1.18,   -1.57,   -6.03,    2.44,    0.39,    2.76,    2.24,    2.55,    0.02,   -0.56,   -2.31,   -1.91,   -7.34
200108,    0.29,   -0.21,   -0.50,   -2.51,   -6.72,    0.35,    0.23,   -0.26,   -0.16,   -0.37,   -0.63,   -2.85,   -2.21,   -3.77,   -7.76
200109,   -4.93,   -8.25,   -8.79,  -12.72,  -16.88,   -4.12,   -5.86,   -7.18,   -9.28,   -8.51,   -9.04,  -11.74,  -13.57,  -14.55,  -17.77
200110,    0.61,    1.24,    3.04,    6.59,   12.72,    0.35,    0.91,    0.56,    1.90,    1.89,    3.96,    5.45,    7.46,    8.85,   14.13
200111,    3.93,    5.59,    6.50,    7.12,   10.30,    3.38,    4.50,    5.72,    5.47,    5.97,    7.03,    7.09,    7.14,    8.36,   11.02
200112,    3.27,    4.49,    5.89,    6.23,    7.72,    3.23,    3.32,    4.57,    4.41,    5.24,    6.49,    5.61,    6.71,    7.16,    7.94
200201,    1.66,    1.76,    1.59,    1.62,    2.03,    1.53,    1.80,    1.72,    1.80,    1.90,    1.29,    2.07,    1.27,   -0.01,    2.78
200202,    2.49,    1.88,    0.81,   -1.06,   -8.45,    2.30,    2.71,    1.88,    1.88,    0.75,    0.86,   -0.91,   -1.18,   -5.54,   -9.55
200203,    5.00,    6.16,    6.06,    8.56,    9.52,    4.47,    5.74,    5.84,    6.51,    5.44,    6.59,    8.86,    8.34,    9.13,    9.69
200204,    3.34,    3.44,    4.05,    2.07,   -3.31,    3.64,    2.96,    3.86,    3.03,    4.15,    3.96,    1.66,    2.35,   -1.43,   -4.28
200205,    0.82,    0.53,   -0.20,   -1.58,   -4.40,    0.94,    0.69,    0.36,    0.70,   -0.23,   -0.17,   -1.33,   -1.78,   -3.66,   -4.76
200206,   -1.99,   -2.13,   -2.67,   -4.03,  -11.03,   -1.92,   -2.06,   -1.91,   -2.31,   -2.52,   -2.82,   -2.90,   -4.88,   -7.51,  -12.57
200207,   -5.74,   -7.97,  -10.19,  -12.18,  -14.37,   -4.38,   -7.21,   -7.16,   -8.75,   -9.67,  -10.77,  -12.16,  -12.19,  -13.67,  -14.67
200208,    1.34,    1.46,    0.38,    0.50,   -0.29,    1.85,    0.74,    1.42,    1.51,    0.54,    0.24,    1.53,   -0.46,   -1.15,    0.10
200209,   -4.20,   -4.90,   -5.85,   -6.87,  -12.23,   -3.96,   -4.53,   -5.43,   -4.40,   -6.22,   -5.49,   -6.15,   -7.45,   -9.50,  -13.51
200210,    1.94,    2.23,    2.97,    2.73,    7.29,    1.71,    2.28,    2.41,    2.06,    2.52,    3.40,    1.58,    3.62,    4.83,    8.42
200211,    2.67,    3.80,    5.67,    8.55,   21.81,    2.74,    2.58,    3.79,    3.82,    4.93,    6.33,    6.69,    9.96,   14.99,   24.93
200212,    0.32,   -0.76,   -0.59,   -3.62,   -9.81,    0.46,    0.10,   -0.82,   -0.70,   -0.49,   -0.68,   -3.18,   -3.98,   -6.04,  -11.46
200301,    0.32,   -1.18,   -2.84,   -1.25,    1.99,    0.56,   -0.01,   -0.72,   -1.68,   -2.93,   -2.76,   -1.08,   -1.36,    0.33,    2.73
200302,   -0.21,   -1.08,   -2.81,   -2.59,   -3.74,    0.11,   -0.59,   -1.36,   -0.81,   -2.54,   -3.10,   -2.88,   -2.38,   -2.79,   -4.12
200303,    0.42,    1.32,    1.35,    0.55,    1.64,    0.00,    0.87,    1.80,    0.82,    1.65,    1.03,    1.33,   -0.02,    1.71,    1.61
200304,    5.91,    6.52,    7.34,    8.28,   13.74,    5.46,    6.40,    6.03,    7.01,    7.61,    7.11,    7.68,    8.74,   12.20,   14.48
200305,    5.23,    6.54,    6.45,   10.68,   22.29,    5.39,    5.06,    5.86,    7.31,    6.45,    6.45,    8.24,   12.50,   16.62,   24.96
200306,    1.16,    1.77,    2.80,    4.14,    8.13,    1.05,    1.28,    1.57,    1.94,    2.92,    2.70,    4.38,    3.93,    4.93,    9.37
200307,    3.25,    4.06,    4.28,    5.95,   10.11,    3.86,    2.64,    4.09,    4.04,    4.03,    4.55,    5.58,    6.26,    9.02,   10.48
200308,    1.83,    3.22,    4.08,    4.99,    6.50,    1.86,    1.78,    2.70,    3.66,    3.79,    4.32,    4.61,    5.28,    5.30,    6.95
200309,    0.79,    0.12,   -0.78,   -0.25,    4.63,    0.79,    0.78,    0.23,    0.03,   -1.46,   -0.17,    0.21,   -0.74,   -0.15,    6.16
200310,    5.26,    6.48,    6.96,    7.73,   10.27,    4.88,    5.60,    5.90,    7.00,    7.02,    6.91,    7.56,    7.88,    9.61,   10.45
200311,    2.17,    3.18,    3.85,    3.90,    4.17,    1.83,    2.49,    3.19,    3.17,    3.43,    4.22,    3.51,    4.19,    4.73,    3.96
200312,    4.11,    3.89,    4.05,    3.11,    3.34,    3.85,    4.37,    3.56,    4.17,    4.08,    4.03,    2.99,    3.20,    3.41,    3.31
200401,    1.97,    2.12,    2.88,    4.28,   11.05,    1.15,    2.75,    1.86,    2.36,    2.85,    2.90,    3.65,    4.85,    6.21,   13.02
200402,    2.44,    2.46,    1.93,    2.15,   -0.02,    2.12,    2.76,    2.39,    2.51,    1.84,    2.01,    2.45,    1.86,    1.27,   -0.50
200403,    0.33,    0.55,    0.48,    0.59,    0.02,    0.10,    0.56,    0.10,    0.99,    0.54,    0.42,    1.06,    0.21,    0.92,   -0.31
200404,   -2.08,   -1.49,   -1.85,   -1.75,   -4.35,   -2.31,   -1.85,   -1.27,   -1.68,   -1.91,   -1.80,   -1.53,   -1.92,   -3.18,   -4.84
200405,    1.02,    0.20,   -0.02,    1.11,   -0.52,    1.22,    0.83,    0.13,    0.27,   -0.01,   -0.02,    0.76,    1.36,    0.67,   -0.92
200406,    2.33,    3.66,    3.71,    3.52,    1.70,    2.30,    2.36,    3.71,    3.61,    3.79,    3.65,    3.91,    3.22,    3.85,    1.00
200407,   -2.11,   -2.74,   -3.39,   -4.29,   -9.53,   -1.56,   -2.64,   -2.68,   -2.79,   -3.44,   -3.34,   -4.06,   -4.45,   -6.84,  -10.42
200408,    1.90,    0.45,   -0.10,   -0.76,   -2.82,    1.92,    1.88,    0.73,    0.20,    0.28,   -0.47,   -1.19,   -0.41,   -1.91,   -3.18
200409,    1.62,    2.91,    4.45,    4.40,    4.58,    1.13,    2.12,    2.88,    2.93,    4.31,    4.61,    4.18,    4.56,    4.52,    4.60
200410,    1.85,    2.14,    2.19,    2.08,    1.69,    1.47,    2.19,    2.23,    2.05,    2.08,    2.29,    2.06,    2.08,    2.63,    1.36
200411,    4.53,    6.40,    6.95,    8.36,   10.56,    4.19,    4.85,    6.32,    6.48,    6.31,    7.60,    8.86,    7.88,    7.51,   11.59
200412,    2.69,    2.92,    3.81,    4.34,    8.54,    2.42,    2.96,    3.17,    2.69,    4.02,    3.63,    3.25,    5.35,    5.98,    9.43
200501,   -2.15,   -2.17,   -1.73,   -1.49,   -5.23,   -2.15,   -2.16,   -2.22,   -2.12,   -1.87,   -1.61,   -1.77,   -1.25,   -2.82,   -5.99
200502,    0.90,    1.89,    1.95,    2.66,    0.17,    0.86,    0.93,    1.85,    1.92,    1.56,    2.36,    2.80,    2.53,    1.95,   -0.44
200503,   -0.90,   -0.53,   -1.05,   -2.00,   -4.58,   -0.83,   -0.96,   -0.26,   -0.74,   -1.23,   -0.89,   -1.66,   -2.27,   -3.39,   -4.98
200504,   -1.57,   -3.60,   -4.80,   -4.85,   -7.65,   -1.38,   -1.74,   -3.79,   -3.40,   -4.33,   -5.23,   -4.65,   -5.00,   -5.91,   -8.25
200505,    2.93,    4.01,    5.08,    5.12,    5.56,    2.83,    3.03,    3.99,    4.03,    4.73,    5.39,    5.15,    5.10,    5.51,    5.57
200506,    1.94,    2.65,    3.16,    3.94,    3.77,    1.56,    2.33,    2.28,    2.99,    2.95,    3.36,    4.37,    3.57,    4.37,    3.53
200507,    3.23,    4.97,    5.42,    6.47,    7.69,    2.58,    3.88,    4.68,    5.22,    5.21,    5.61,    6.23,    6.67,    7.19,    7.90
200508,   -1.18,   -1.21,   -0.75,   -0.87,   -1.21,   -1.03,   -1.33,   -0.50,   -1.80,   -0.74,   -0.75,   -1.25,   -0.56,   -1.04,   -1.29
200509,   -0.02,   -0.08,    0.32,    0.83,    0.89,   -0.61,    0.53,   -0.12,   -0.04,    0.60,    0.08,    0.68,    0.95,    1.04,    0.81
200510,   -1.03,   -1.38,   -1.83,   -2.84,   -4.69,   -0.85,   -1.20,   -1.23,   -1.54,   -1.60,   -2.01,   -3.15,   -2.59,   -3.15,   -5.31
200511,    2.76,    3.71,    3.69,    4.52,    3.46,    2.51,    3.00,    3.63,    3.77,    3.67,    3.72,    4.18,    4.81,    3.88,    3.29
200512,    0.20,    0.02,    0.18,    0.44,    1.73,    0.01,    0.39,   -0.28,    0.30,    0.01,    0.36,    0.88,    0.07,    1.70,    1.74
200601,    2.66,    3.63,    5.56,    7.70,   10.99,    2.21,    3.12,    2.80,    4.28,    4.71,    6.34,    6.56,    8.58,    8.64,   11.92
200602,    1.34,    1.33,    0.87,   -0.07,    0.19,    1.39,    1.29,    1.11,    1.51,    1.27,    0.51,   -0.06,   -0.08,   -0.81,    0.55
200603,    1.84,    3.09,    3.71,    4.36,    5.11,    1.59,    2.09,    2.58,    3.54,    4.33,    3.13,    3.50,    5.06,    4.19,    5.46
200604,    0.54,    0.28,    0.02,    1.23,    0.87,    0.97,    0.15,    0.59,   -0.02,   -0.05,    0.08,    1.12,    1.31,    0.77,    0.90
200605,   -0.63,   -2.21,   -3.73,   -4.31,   -6.97,   -0.35,   -0.89,   -2.33,   -2.08,   -2.40,   -4.94,   -4.06,   -4.55,   -5.49,   -7.60
200606,    0.54,    0.32,    0.08,   -0.78,   -1.86,    0.55,    0.53,    0.34,    0.30,    0.56,   -0.37,   -1.21,   -0.44,   -0.93,   -2.22
200607,    0.98,   -1.10,   -1.97,   -3.51,   -5.53,    1.21,    0.76,   -0.77,   -1.43,   -1.84,   -2.10,   -2.79,   -4.11,   -4.58,   -5.92
200608,    1.76,    2.28,    2.62,    2.12,    1.90,    1.70,    1.82,    2.61,    1.97,    2.44,    2.78,    2.03,    2.20,    2.50,    1.63
200609,    1.33,    2.10,    1.19,    1.89,    0.12,    1.31,    1.34,    2.01,    2.18,    0.83,    1.53,    1.97,    1.82,    0.56,   -0.06
200610,    2.95,    3.82,    4.29,    4.90,    6.09,    2.48,    3.49,    3.57,    4.03,    4.42,    4.17,    4.91,    4.88,    6.91,    5.74
200611,    2.01,    2.45,    2.27,    2.40,    3.19,    2.23,    1.79,    2.07,    2.78,    1.91,    2.60,    2.71,    2.16,    2.86,    3.34
200612,    1.63,    1.83,    1.38,    0.97,    1.24,    1.63,    1.63,    1.48,    2.13,    1.63,    1.13,    1.07,    0.87,    1.34,    1.20
200701,    0.66,    1.49,    1.92,    2.67,    2.97,   -0.06,    1.28,    1.84,    1.20,    1.89,    1.95,    2.98,    2.39,    2.34,    3.19
200702,    0.26,   -0.55,    0.51,    0.37,    0.20,    0.37,    0.16,   -0.78,   -0.35,    0.41,    0.60,    0.25,    0.48,    0.68,    0.01
200703,    0.51,    0.47,    1.15,    0.73,   -0.07,    0.23,    0.77,    0.56,    0.40,    1.04,    1.26,    0.99,    0.51,    1.34,   -0.60
200704,    1.23,    1.62,    1.67,    2.77,    2.96,    1.26,    1.21,    1.79,    1.47,    1.56,    1.76,    2.31,    3.07,    2.19,    3.27
200705,    2.50,    3.18,    3.52,    3.34,    1.32,    1.84,    3.09,    2.71,    3.58,    3.05,    3.91,    3.37,    3.32,    3.14,    0.56
200706,   -1.54,   -1.23,   -0.78,   -0.39,   -0.41,   -1.42,   -1.66,   -1.23,   -1.23,   -1.38,   -0.31,   -0.86,   -0.03,   -0.14,   -0.53
200707,   -4.52,   -4.24,   -5.60,   -5.56,   -5.23,   -4.25,   -4.76,   -4.62,   -3.87,   -5.87,   -5.37,   -5.93,   -5.26,   -4.71,   -5.48
200708,    2.38,    1.65,    0.28,   -0.13,   -3.26,    2.12,    2.62,    2.38,    0.94,    0.86,   -0.25,    0.78,   -0.96,   -2.39,   -3.67
200709,    1.82,    1.55,    1.01,    1.76,    1.70,    2.08,    1.56,    1.66,    1.45,    0.79,    1.24,    1.96,    1.61,    2.68,    1.15
200710,    1.23,    1.18,    1.23,    1.27,    0.70,    1.13,    1.32,    1.06,    1.27,    0.82,    1.57,    0.35,    2.16,    1.60,    0.28
200711,   -2.35,   -5.04,   -6.47,   -7.44,  -12.13,   -1.10,   -3.65,   -4.41,   -5.60,   -6.25,   -6.70,   -6.54,   -8.23,   -9.73,  -13.33
200712,   -1.17,   -0.75,   -0.82,   -1.03,   -2.06,   -0.60,   -1.75,   -1.45,   -0.22,   -0.70,   -0.94,   -0.98,   -1.07,   -1.35,   -2.41
200801,   -3.94,   -4.52,   -4.84,   -5.75,   -5.66,   -3.83,   -4.07,   -4.27,   -4.75,   -4.08,   -5.55,   -4.86,   -6.53,   -6.76,   -5.15
200802,   -1.43,   -2.38,   -2.75,   -2.23,   -3.55,   -1.29,   -1.57,   -2.51,   -2.26,   -2.24,   -3.21,   -1.47,   -2.89,   -3.36,   -3.68
200803,   -0.01,    0.33,    0.23,   -2.17,   -5.37,    0.01,   -0.03,    0.33,    0.33,    1.08,   -0.50,   -1.80,   -2.48,   -4.14,   -6.20
200804,    2.90,    3.43,    2.84,    2.99,    1.52,    2.51,    3.32,    3.55,    3.34,    2.11,    3.54,    3.50,    2.58,    1.96,    1.23
200805,    2.47,    3.69,    3.72,    3.36,    3.53,    2.18,    2.79,    3.27,    4.05,    2.66,    4.85,    3.37,    3.35,    4.04,    3.30
200806,   -6.51,   -9.53,  -10.11,   -8.91,   -9.85,   -5.12,   -8.09,   -8.96,   -9.94,  -10.75,   -9.53,   -8.57,   -9.21,   -9.92,   -9.82
200807,    1.75,    3.10,    2.58,    1.38,   -0.89,    1.18,    2.30,    3.39,    2.86,    2.46,    2.69,    1.53,    1.26,    1.21,   -1.75
200808,    3.13,    4.34,    3.84,    2.38,    0.91,    2.26,    3.96,    4.49,    4.21,    3.51,    4.14,    2.76,    1.99,    2.59,    0.10
200809,   -4.98,   -8.10,   -8.29,  -10.41,  -15.02,   -4.24,   -5.73,   -8.59,   -7.66,   -7.61,   -8.84,   -9.32,  -11.19,  -12.21,  -16.63
200810,  -13.46,  -19.02,  -20.87,  -22.36,  -23.70,  -11.16,  -15.77,  -18.42,  -19.58,  -21.17,  -20.58,  -22.31,  -22.41,  -24.16,  -23.36
200811,   -5.31,   -9.37,  -12.76,  -14.60,  -18.46,   -4.14,   -6.54,   -8.45,  -10.26,  -12.90,  -12.64,  -12.70,  -16.10,  -17.24,  -19.43
200812,    2.69,    3.71,    5.03,    5.72,    0.13,    2.31,    3.13,    3.42,    4.01,    3.96,    5.83,    7.30,    4.39,    0.80,   -0.43
200901,   -6.08,   -8.74,   -8.43,   -6.50,    1.80,   -3.93,   -8.40,   -8.41,   -9.00,   -9.97,   -7.14,   -7.87,   -5.45,   -3.07,    5.38
200902,   -8.90,  -11.09,   -9.75,  -12.53,  -12.66,   -8.67,   -9.11,   -9.92,  -12.11,   -9.29,  -10.20,  -11.55,  -13.31,  -12.18,  -12.98
200903,    5.18,    8.91,    9.80,   11.34,   17.53,    4.12,    6.20,    8.87,    8.96,    9.00,   10.59,   11.77,   11.04,   13.41,   19.84
200904,    7.42,   12.63,   18.33,   21.57,   29.19,    5.84,    8.95,   11.07,   14.16,   18.42,   18.25,   18.86,   23.93,   28.51,   29.75
200905,    1.53,    2.99,    5.32,    9.64,   16.61,    1.61,    1.45,    2.40,    3.55,    4.42,    6.05,    8.83,   10.20,   15.31,   17.74
200906,    2.81,    1.25,    1.51,    4.06,    4.96,    2.74,    2.88,    1.30,    1.21,    0.65,    2.22,    3.49,    4.53,    4.07,    5.75
200907,    6.78,    7.67,    7.99,   10.06,    9.20,    6.33,    7.17,    7.02,    8.25,    7.62,    8.26,    9.12,   10.90,   11.51,    7.69
200908,    2.07,    2.23,    2.83,    3.31,   11.93,    1.52,    2.58,    2.23,    2.23,    1.88,    3.58,    3.06,    3.53,    7.57,   14.45
200909,    3.11,    4.92,    6.33,    6.67,    9.03,    2.54,    3.63,    4.93,    4.90,    5.79,    6.76,    6.84,    6.53,    7.97,    9.63
200910,   -1.54,   -3.85,   -5.37,   -6.29,   -8.77,   -1.14,   -1.90,   -4.11,   -3.63,   -4.78,   -5.95,   -5.51,   -6.88,   -7.97,   -9.20
200911,    3.80,    3.17,    2.85,    1.82,    0.85,    3.51,    4.05,    2.62,    3.66,    2.97,    2.71,    2.67,    1.14,    2.78,   -0.15
200912,    4.24,    6.03,    7.32,    7.40,    6.62,    3.95,    4.49,    5.15,    6.72,    6.99,    7.63,    7.13,    7.60,    8.85,    5.43
201001,   -2.88,   -3.28,   -2.81,   -1.69,    1.68,   -2.43,   -3.26,   -3.59,   -3.05,   -2.46,   -3.13,   -1.15,   -2.17,   -1.20,    3.02
201002,    3.05,    4.10,    4.35,    4.58,    3.37,    2.60,    3.45,    3.75,    4.40,    4.64,    4.06,    4.51,    4.64,    4.58,    2.78
201003,    5.52,    6.88,    7.70,    8.98,    8.29,    4.71,    6.24,    6.53,    7.19,    7.32,    8.02,    8.79,    9.14,    9.34,    7.80
201004,    2.68,    3.76,    5.46,    6.63,   10.81,    2.39,    2.91,    3.04,    4.46,    4.81,    6.01,    6.09,    7.08,    8.39,   11.96
201005,   -6.29,   -6.65,   -6.85,   -8.08,   -9.56,   -6.06,   -6.46,   -6.02,   -7.17,   -6.43,   -7.23,   -7.60,   -8.46,   -8.08,  -10.24
201006,   -3.07,   -5.23,   -6.72,   -7.11,  -10.03,   -1.86,   -4.03,   -4.83,   -5.55,   -6.01,   -7.51,   -7.55,   -6.73,   -7.95,  -11.02
201007,    6.04,    6.14,    5.61,    6.43,    5.37,    6.09,    6.00,    6.43,    5.90,    5.77,    5.47,    6.95,    6.03,    7.05,    4.65
201008,   -3.26,   -6.24,   -6.94,   -6.65,   -7.75,   -2.31,   -4.09,   -6.14,   -6.32,   -7.29,   -6.57,   -7.36,   -6.03,   -7.94,   -7.67
201009,    7.90,   10.30,   11.83,   11.97,   10.89,    6.58,    9.08,   10.10,   10.46,   11.08,   12.61,   11.53,   12.33,   12.96,   10.11
201010,    2.93,    3.61,    3.99,    5.07,    4.43,    3.00,    2.87,    2.92,    4.20,    4.31,    3.70,    5.15,    5.01,    5.63,    3.92
201011,    0.95,    2.66,    3.09,    4.08,    1.34,    0.46,    1.36,    2.18,    3.13,    3.28,    2.90,    3.56,    4.50,    3.70,    0.21
201012,    6.01,    7.56,    8.10,    9.17,    9.15,    4.87,    6.99,    7.28,    7.84,    7.94,    8.24,    8.67,    9.62,    8.97,    9.23
201101,    0.81,    1.22,    0.62,    1.23,    3.13,    0.84,    0.78,    1.83,    0.66,    1.27,    0.01,    1.17,    1.27,    2.46,    3.44
201102,    3.17,    3.94,    5.35,    5.10,    3.46,    2.82,    3.46,    3.71,    4.13,    5.43,    5.28,    5.69,    4.69,    4.52,    3.03
201103,    1.50,    1.93,    2.56,    2.38,   -0.37,    1.69,    1.35,    2.11,    1.77,    2.15,    2.98,    1.66,    2.96,    2.06,   -1.54
201104,    2.87,    2.26,    2.52,    1.94,    0.34,    2.88,    2.86,    2.64,    1.93,    2.02,    3.03,    1.71,    2.14,    1.91,   -0.36
201105,   -0.47,   -1.01,   -1.73,   -1.61,   -3.33,    0.14,   -0.98,   -0.98,   -1.04,   -1.70,   -1.76,   -0.61,   -2.53,   -2.36,   -3.79
201106,   -1.11,   -1.27,   -1.52,   -1.88,   -4.27,   -1.03,   -1.18,   -1.41,   -1.14,   -1.65,   -1.39,   -1.72,   -2.01,   -2.24,   -5.16
